City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
262,Ixtapa,MX,2022-04-03 22:31:40,20.7,-105.2,78.03,61,20,12.66,few clouds
263,Kavieng,PG,2022-04-03 22:29:18,-2.5744,150.7967,82.29,73,99,4.68,overcast clouds
264,Imeni Poliny Osipenko,RU,2022-04-03 22:31:41,52.4201,136.4853,36.84,85,100,12.91,overcast clouds
265,Kodiak,US,2022-04-03 22:31:41,57.79,-152.4072,36.91,81,100,9.22,light snow
266,Lorengau,PG,2022-04-03 22:25:28,-2.0226,147.2712,81.14,76,100,1.43,overcast clouds
267,Oussouye,SN,2022-04-03 22:31:41,12.485,-16.5469,71.78,76,87,14.0,overcast clouds
268,Riberalta,BO,2022-04-03 22:31:41,-10.9833,-66.1,80.8,74,75,9.22,broken clouds
269,Aduturai,IN,2022-04-03 22:31:42,11.0147,79.4791,77.25,84,65,2.89,broken clouds
270,Santa Rosa,PH,2022-04-03 22:31:42,14.3122,121.1114,80.02,73,94,13.15,overcast clouds
271,College Place,US,2022-04-03 22:31:42,46.0493,-118.3883,64.22,43,75,11.5,broken clouds
272,Lebu,CL,2022-04-03 22:27:41,-37.6167,-73.65,54.95,70,0,18.77,clear sky
273,Matay,EG,2022-04-03 22:30:10,28.419,30.7792,69.48,22,12,10.85,few clouds
274,Jalu,LY,2022-04-03 22:31:43,29.0331,21.5482,74.64,14,7,11.5,clear sky
275,Effingham,US,2022-04-03 22:31:43,32.3669,-81.3332,77.45,43,0,5.82,clear sky
276,Jiangyou,CN,2022-04-03 22:31:43,31.7667,104.7167,54.12,90,100,4.12,overcast clouds
277,Shelburne,CA,2022-04-03 22:31:43,44.0787,-80.2041,37.76,85,96,11.79,overcast clouds
278,Ulladulla,AU,2022-04-03 22:31:44,-35.35,150.4667,67.1,57,100,8.68,overcast clouds
279,Port Hardy,CA,2022-04-03 22:30:13,50.6996,-127.4199,42.98,81,75,14.97,light intensity shower rain
280,Dunedin,NZ,2022-04-03 22:31:44,-45.8742,170.5036,60.8,61,97,3.0,overcast clouds
281,Lata,PT,2022-04-03 22:31:44,40.1629,-8.3327,41.02,51,8,7.63,clear sky
282,Burnie,AU,2022-04-03 22:31:44,-41.0667,145.9167,63.86,64,43,3.65,scattered clouds
283,Flin Flon,CA,2022-04-03 22:31:45,54.7682,-101.865,35.44,75,75,11.5,broken clouds
284,Khorinsk,RU,2022-04-03 22:31:45,52.1657,109.7726,23.81,81,100,2.86,overcast clouds
285,Bunia,CD,2022-04-03 22:31:45,1.5667,30.25,65.23,88,98,2.86,overcast clouds
286,Kologriv,RU,2022-04-03 22:31:45,58.8275,44.3178,22.62,92,100,7.52,overcast clouds
287,Krasnoselkup,RU,2022-04-03 22:27:45,65.7,82.4667,5.79,95,98,8.66,overcast clouds
288,Abu Samrah,SY,2022-04-03 22:31:46,35.3029,37.1841,58.17,41,93,10.13,overcast clouds
289,Bonavista,CA,2022-04-03 22:27:48,48.6499,-53.1147,35.87,88,99,15.48,overcast clouds
290,Talnakh,RU,2022-04-03 22:28:49,69.4865,88.3972,-0.17,97,84,6.93,broken clouds
291,Pontal Do Parana,BR,2022-04-03 22:31:46,-25.6533,-48.5128,71.98,91,64,1.41,broken clouds
292,Saint-Joseph,RE,2022-04-03 22:31:46,-21.3667,55.6167,73.78,86,100,11.23,light rain
293,Svobodnyy,RU,2022-04-03 22:31:47,51.4,128.1333,36.72,71,99,16.55,overcast clouds
294,Swakopmund,NA,2022-04-03 22:31:02,-22.6833,14.5333,58.98,88,0,1.01,clear sky
295,Christchurch,NZ,2022-04-03 22:28:55,-43.5333,172.6333,63.0,79,100,3.44,overcast clouds
296,Lima,PE,2022-04-03 22:27:28,-12.0432,-77.0282,68.25,73,0,13.8,clear sky
297,Revda,RU,2022-04-03 22:31:47,56.801,59.9303,41.77,92,100,12.17,overcast clouds
298,Iquitos,PE,2022-04-03 22:31:47,-3.7481,-73.2472,78.84,78,75,2.3,broken clouds
299,Maumere,ID,2022-04-03 22:31:48,-8.6199,122.2111,79.12,72,31,3.8,scattered clouds
300,Kennett,US,2022-04-03 22:31:48,36.2362,-90.0556,67.24,35,0,5.99,clear sky
301,Tromso,NO,2022-04-03 22:31:48,69.6496,18.957,23.02,54,0,6.91,clear sky
302,Khasan,RU,2022-04-03 22:31:48,42.4308,130.6434,41.05,76,2,0.6,clear sky
303,Klaksvik,FO,2022-04-03 22:28:37,62.2266,-6.589,43.72,98,100,12.86,overcast clouds
304,Teguise,ES,2022-04-03 22:31:49,29.0605,-13.564,61.02,88,75,14.97,broken clouds
305,Caravelas,BR,2022-04-03 22:31:49,-17.7125,-39.2481,76.73,79,0,5.59,clear sky
306,Crystal Beach,CA,2022-04-03 22:30:42,42.8699,-79.0583,39.92,91,99,8.05,light rain
307,Pochutla,MX,2022-04-03 22:31:49,15.7432,-96.4661,87.82,41,3,8.66,clear sky
308,Port-Gentil,GA,2022-04-03 22:26:36,-0.7193,8.7815,81.25,80,52,5.93,broken clouds
309,Avera,US,2022-04-03 22:31:50,33.194,-82.5271,73.45,44,0,6.49,clear sky
310,Kralendijk,BQ,2022-04-03 22:30:14,12.15,-68.2667,82.38,74,75,23.02,broken clouds
311,Gay,RU,2022-04-03 22:31:50,51.4666,58.4552,45.12,84,100,6.51,overcast clouds
312,Paita,PE,2022-04-03 22:31:50,-5.0892,-81.1144,73.51,80,56,18.92,broken clouds
313,Muskogee,US,2022-04-03 22:30:00,35.5834,-95.3336,79.02,35,20,18.41,few clouds
314,Samarai,PG,2022-04-03 22:31:50,-10.6167,150.6667,82.17,74,75,10.0,broken clouds
315,Shubarkuduk,KZ,2022-04-03 22:31:51,49.1447,56.4872,44.26,70,100,11.1,overcast clouds
316,Kuandian,CN,2022-04-03 22:31:51,40.7286,124.7847,41.02,65,0,3.69,clear sky
317,Abu Dhabi,AE,2022-04-03 22:30:00,24.4667,54.3667,73.96,89,55,2.3,broken clouds
318,Beloha,MG,2022-04-03 22:25:24,-25.1667,45.05,72.03,89,0,10.87,clear sky
319,Hami,CN,2022-04-03 22:31:51,42.8,93.45,50.7,29,0,6.49,clear sky
320,Portland,US,2022-04-03 22:30:28,45.5234,-122.6762,58.62,63,100,11.5,overcast clouds
321,Wasilla,US,2022-04-03 22:27:08,61.5814,-149.4394,43.07,50,0,5.75,clear sky
322,Goba,ET,2022-04-03 22:31:52,7.0167,39.9833,49.86,66,52,4.83,broken clouds
323,Evensk,RU,2022-04-03 22:31:52,61.95,159.2333,13.82,74,23,0.51,few clouds
324,Oksfjord,NO,2022-04-03 22:31:52,70.2396,22.3479,24.87,81,95,4.76,overcast clouds
325,Touros,BR,2022-04-03 22:30:41,-5.1989,-35.4608,77.5,89,100,9.37,overcast clouds
326,Sangueya,GN,2022-04-03 22:31:52,10.7,-14.3667,72.64,79,38,3.6,scattered clouds
327,Nioro,GM,2022-04-03 22:31:53,13.35,-15.75,78.19,39,65,12.35,broken clouds
328,Roald,NO,2022-04-03 22:31:53,62.5833,6.1333,35.91,100,75,3.44,light snow
329,Quatre Cocos,MU,2022-04-03 22:28:53,-20.2078,57.7625,78.91,79,41,10.85,scattered clouds
330,Columbus,US,2022-04-03 22:29:13,39.9612,-82.9988,50.88,50,100,6.91,overcast clouds
331,Kahului,US,2022-04-03 22:27:15,20.8947,-156.47,80.62,69,40,27.63,scattered clouds
332,Shache,CN,2022-04-03 22:27:48,38.4167,77.2406,56.59,22,15,3.53,few clouds
333,Bowen,AU,2022-04-03 22:31:53,-20.0167,148.2333,81.01,74,61,7.05,broken clouds
334,Satipo,PE,2022-04-03 22:30:25,-11.2522,-74.6386,74.71,79,76,1.92,broken clouds
335,Saravan,AM,2022-04-03 22:31:54,39.7196,45.6483,43.84,54,36,4.5,scattered clouds
336,Dong Hoi,VN,2022-04-03 22:31:54,17.4833,106.6,64.69,76,99,11.41,overcast clouds
337,Tucumcari,US,2022-04-03 22:31:54,35.1717,-103.725,75.04,15,0,21.85,clear sky
338,La Reforma,MX,2022-04-03 22:31:54,25.0833,-108.05,74.19,62,30,10.74,scattered clouds
339,Brae,GB,2022-04-03 22:31:55,60.3964,-1.353,46.62,96,100,19.91,overcast clouds
340,Celestun,MX,2022-04-03 22:31:55,20.8667,-90.4,80.78,76,72,12.77,broken clouds
341,Okha,RU,2022-04-03 22:31:55,53.5739,142.9478,36.7,87,81,13.42,broken clouds
342,Phonhong,LA,2022-04-03 22:31:55,18.5007,102.4166,63.97,69,41,1.25,scattered clouds
343,Grindavik,IS,2022-04-03 22:31:56,63.8424,-22.4338,39.15,100,75,11.5,light intensity drizzle
344,Tongliao,CN,2022-04-03 22:31:56,43.6125,122.2653,49.95,35,71,20.15,broken clouds
345,Teruel,ES,2022-04-03 22:31:56,40.6667,-0.6667,23.05,73,50,2.77,scattered clouds
346,Ambanja,MG,2022-04-03 22:31:57,-13.6833,48.45,72.5,95,39,4.03,light rain
347,Sorland,NO,2022-04-03 22:31:57,67.667,12.6934,34.7,76,46,15.9,light snow
348,Marzuq,YE,2022-04-03 22:31:57,14.4,46.4667,67.32,33,2,4.29,clear sky
349,Tautira,PF,2022-04-03 22:30:20,-17.7333,-149.15,82.08,74,35,13.78,scattered clouds
350,Bathsheba,BB,2022-04-03 22:31:57,13.2167,-59.5167,79.41,69,20,16.11,few clouds
351,Jadu,LY,2022-04-03 22:31:58,31.953,12.0261,59.9,50,0,10.6,clear sky
352,Benicarlo,ES,2022-04-03 22:31:58,40.4165,0.4271,45.25,69,89,7.47,overcast clouds
353,Bafata,GW,2022-04-03 22:31:58,12.1667,-14.75,79.93,46,59,5.82,broken clouds
354,Kropotkin,RU,2022-04-03 22:31:58,45.4375,40.5756,48.81,79,98,22.19,overcast clouds
355,Yulara,AU,2022-04-03 22:31:59,-25.2406,130.9889,55.24,41,0,5.75,clear sky
356,Teyateyaneng,LS,2022-04-03 22:31:59,-29.1472,27.7489,55.6,85,100,10.13,overcast clouds
357,Kurchum,KZ,2022-04-03 22:31:59,48.5722,83.6542,34.27,63,1,3.87,clear sky
358,Thinadhoo,MV,2022-04-03 22:25:19,0.5333,72.9333,82.67,65,4,2.93,clear sky
359,Telfs,AT,2022-04-03 22:32:00,47.3,11.0667,33.28,96,99,3.29,overcast clouds
360,Pawa,PH,2022-04-03 22:32:00,13.1747,123.7328,78.19,85,33,8.86,scattered clouds
361,Caceres,ES,2022-04-03 22:32:00,39.522,-6.3748,39.61,55,62,9.89,broken clouds
362,Mareeba,AU,2022-04-03 22:28:54,-17.0,145.4333,77.43,84,14,1.54,few clouds
363,Fairmont,US,2022-04-03 22:28:52,39.4851,-80.1426,46.38,59,99,8.93,overcast clouds
364,Bereznik,RU,2022-04-03 22:32:00,62.8551,42.7072,7.86,98,35,3.65,scattered clouds
365,Kihei,US,2022-04-03 22:32:01,20.785,-156.4656,80.62,72,40,27.63,scattered clouds
366,Raahe,FI,2022-04-03 22:32:01,64.6833,24.4833,10.49,93,83,4.92,broken clouds
367,Ostrovnoy,RU,2022-04-03 22:32:01,68.0531,39.5131,8.92,96,97,6.02,overcast clouds
368,Muborak,UZ,2022-04-03 22:32:02,39.2553,65.1528,64.51,36,1,9.78,clear sky
369,Manitouwadge,CA,2022-04-03 22:32:02,49.1215,-85.8403,33.73,89,100,7.02,overcast clouds
370,Vila,PT,2022-04-03 22:32:02,42.0304,-8.1588,34.68,77,17,5.41,few clouds
371,Flinders,AU,2022-04-03 22:30:10,-34.5833,150.8552,68.25,72,16,7.0,few clouds
372,Auki,SB,2022-04-03 22:32:03,-8.7676,160.7034,79.25,86,100,5.46,overcast clouds
373,Praia Da Vitoria,PT,2022-04-03 22:32:03,38.7333,-27.0667,59.76,88,40,14.12,scattered clouds
374,Amapa,BR,2022-04-03 22:32:03,1.0,-52.0,73.0,99,100,1.86,overcast clouds
375,Prata,BR,2022-04-03 22:32:04,-19.3072,-48.9242,77.77,66,97,3.42,overcast clouds
376,Cariacica,BR,2022-04-03 22:32:04,-20.2639,-40.42,81.79,81,20,6.91,few clouds
377,Trinidad,BO,2022-04-03 22:32:04,-14.8333,-64.9,84.18,65,40,3.44,scattered clouds
378,Pitimbu,BR,2022-04-03 22:32:05,-7.4706,-34.8086,77.59,78,40,11.63,scattered clouds
379,Milkovo,RU,2022-04-03 22:32:05,54.7167,158.6167,23.29,66,20,4.14,few clouds
380,Marathon,US,2022-04-03 22:32:05,44.9,-89.7668,46.18,55,100,6.91,overcast clouds
381,Arlit,NE,2022-04-03 22:27:42,18.7369,7.3853,87.71,6,44,5.61,scattered clouds
382,Sao Jose Da Coroa Grande,BR,2022-04-03 22:32:06,-8.8978,-35.1478,78.49,83,49,9.08,scattered clouds
383,Tigil,RU,2022-04-03 22:32:06,57.8,158.6667,21.94,87,96,8.12,overcast clouds
384,Cockburn Town,TC,2022-04-03 22:32:06,21.4612,-71.1419,80.56,74,40,17.27,scattered clouds
385,Ipora,BR,2022-04-03 22:31:33,-16.4419,-51.1178,76.42,64,62,1.7,broken clouds
386,Kupang,ID,2022-04-03 22:24:59,-10.1667,123.5833,76.23,84,30,1.79,scattered clouds
387,Gardabani,GE,2022-04-03 22:32:07,41.4605,45.0928,64.49,44,91,14.7,overcast clouds
388,Mahon,ES,2022-04-03 22:32:07,39.8885,4.2658,48.76,57,0,17.27,clear sky
389,Mugumu,TZ,2022-04-03 22:32:08,-1.85,34.7,60.28,79,90,4.29,overcast clouds
390,Murmashi,RU,2022-04-03 22:32:08,68.8154,32.8115,1.81,92,0,4.47,clear sky
391,Xinyu,CN,2022-04-03 22:32:09,27.8043,114.9334,53.01,78,43,2.19,scattered clouds
392,Kibre Mengist,ET,2022-04-03 22:28:46,5.8833,38.9833,56.46,69,21,2.62,few clouds
393,Unity,CA,2022-04-03 22:32:09,52.4501,-109.1682,47.34,42,39,12.77,scattered clouds
394,Teguldet,RU,2022-04-03 22:32:09,57.3064,88.1667,17.19,90,100,4.88,overcast clouds
395,Balkhash,KZ,2022-04-03 22:32:10,46.844,74.9804,43.16,65,100,9.48,overcast clouds
396,Tecoanapa,MX,2022-04-03 22:32:10,16.5167,-98.75,83.01,54,30,10.67,scattered clouds
397,Tamiahua,MX,2022-04-03 22:32:11,21.2667,-97.45,78.44,71,78,12.06,broken clouds
398,Leshukonskoye,RU,2022-04-03 22:32:11,64.8989,45.7622,17.58,96,96,4.12,overcast clouds
399,Shimoda,JP,2022-04-03 22:32:11,34.6667,138.95,49.1,90,100,17.98,moderate rain
400,Mporokoso,ZM,2022-04-03 22:32:12,-9.3727,30.125,61.7,93,98,1.03,overcast clouds
401,Zonguldak,TR,2022-04-03 22:32:12,41.25,31.8333,39.87,81,24,5.97,few clouds
402,Dolores,AR,2022-04-03 22:32:12,-36.3132,-57.6792,63.88,65,63,9.01,broken clouds
403,Harer,ET,2022-04-03 22:32:13,9.3094,42.1258,61.95,56,95,4.21,overcast clouds
404,Brasilia De Minas,BR,2022-04-03 22:32:13,-16.2064,-44.4333,72.93,45,4,7.56,light rain
405,Sabya,SA,2022-04-03 22:32:13,17.1495,42.6254,82.02,47,20,5.08,few clouds
406,Kemijarvi,FI,2022-04-03 22:32:14,66.7131,27.4306,13.8,98,92,2.33,overcast clouds
407,Oktyabrskiy,RU,2022-04-03 22:32:14,54.4815,53.471,36.72,100,99,5.88,overcast clouds
408,Kenai,US,2022-04-03 22:32:15,60.5544,-151.2583,43.03,57,75,9.22,broken clouds
409,Kandrian,PG,2022-04-03 22:32:15,-6.2167,149.55,82.0,76,100,3.02,overcast clouds
410,Sajoszoged,HU,2022-04-03 22:32:15,47.95,21.0,32.67,64,99,3.02,overcast clouds
411,Labrea,BR,2022-04-03 22:32:16,-7.2586,-64.7981,76.33,83,26,2.3,scattered clouds
412,Mudu,CN,2022-04-03 22:32:16,31.252,120.5118,46.92,75,75,6.73,broken clouds
413,Taltal,CL,2022-04-03 22:25:23,-25.4,-70.4833,66.72,67,21,5.1,few clouds
414,Fukue,JP,2022-04-03 22:32:17,32.6881,128.8419,56.05,55,0,18.07,clear sky
415,Lagoa,PT,2022-04-03 22:32:17,39.05,-27.9833,59.02,78,15,15.7,few clouds
416,Itapirapua,BR,2022-04-03 22:32:17,-15.8233,-50.6133,78.55,62,55,2.91,broken clouds
417,Kintampo,GH,2022-04-03 22:32:18,8.0563,-1.7306,74.59,76,97,10.71,light rain
418,Atikokan,CA,2022-04-03 22:32:18,48.7555,-91.6216,33.85,90,100,3.18,overcast clouds
419,Orlik,RU,2022-04-03 22:32:18,52.5178,99.825,23.07,90,100,5.17,light snow
420,Meulaboh,ID,2022-04-03 22:30:26,4.1363,96.1285,74.07,85,100,3.58,overcast clouds
421,Haines Junction,CA,2022-04-03 22:32:19,60.7522,-137.5108,39.15,38,100,6.91,overcast clouds
422,Barcelos,PT,2022-04-03 22:32:19,41.5388,-8.6151,48.85,61,64,10.49,broken clouds
423,Yining,CN,2022-04-03 22:31:46,29.0361,114.5636,54.12,78,99,1.45,overcast clouds
424,Atambua,ID,2022-04-03 22:32:19,-9.1061,124.8925,74.28,80,17,2.17,few clouds
425,Ca Mau,VN,2022-04-03 22:28:56,9.1769,105.15,76.44,85,100,8.9,overcast clouds
426,Te Anau,NZ,2022-04-03 22:31:30,-45.4167,167.7167,61.16,40,29,0.94,scattered clouds
427,Marks,RU,2022-04-03 22:32:20,51.7111,46.7486,44.56,90,100,3.94,overcast clouds
428,Kawambwa,ZM,2022-04-03 22:32:20,-9.7915,29.0791,62.4,94,72,1.63,broken clouds
429,Ormara,PK,2022-04-03 22:32:21,25.2088,64.6357,76.84,70,8,4.83,clear sky
430,Raudeberg,NO,2022-04-03 22:32:21,61.9875,5.1352,32.86,94,100,3.6,light snow
431,Gorele,TR,2022-04-03 22:32:21,41.0308,39.0031,51.51,71,100,5.48,overcast clouds
432,Cootehill,IE,2022-04-03 22:32:22,54.0725,-7.0819,48.07,98,100,12.08,overcast clouds
433,Mutare,ZW,2022-04-03 22:32:22,-18.9707,32.6709,63.05,99,59,3.6,broken clouds
434,Vostok,RU,2022-04-03 22:32:22,46.4856,135.8833,39.81,73,0,6.2,clear sky
435,Gayny,RU,2022-04-03 22:32:22,60.3071,54.3241,34.74,100,100,9.89,light snow
436,Dwarka,IN,2022-04-03 22:32:23,22.2394,68.9678,77.49,70,1,10.09,clear sky
437,Mongoumba,CF,2022-04-03 22:32:23,3.6415,18.5936,70.2,98,92,2.95,overcast clouds
438,Soyo,AO,2022-04-03 22:32:23,-6.1349,12.3689,78.26,91,50,4.92,scattered clouds
439,Deputatskiy,RU,2022-04-03 22:32:24,69.3,139.9,-7.62,97,70,1.34,broken clouds
440,Ozark,US,2022-04-03 22:32:24,37.0209,-93.206,68.58,43,99,3.0,overcast clouds
441,Kuantan,MY,2022-04-03 22:32:24,3.8077,103.326,77.11,94,40,2.3,scattered clouds
442,Coolum Beach,AU,2022-04-03 22:32:24,-26.5333,153.1,77.11,88,29,5.7,scattered clouds
443,Mudgee,AU,2022-04-03 22:32:25,-32.5943,149.5871,50.05,100,100,5.75,overcast clouds
444,Storm Lake,US,2022-04-03 22:32:25,42.6411,-95.2097,58.24,42,100,12.21,overcast clouds
445,Vestmannaeyjar,IS,2022-04-03 22:32:25,63.4427,-20.2734,42.87,81,100,15.21,overcast clouds
446,Isangel,VU,2022-04-03 22:32:26,-19.55,169.2667,83.1,76,100,10.11,overcast clouds
447,Finnsnes,NO,2022-04-03 22:32:26,69.2296,17.9811,11.01,85,20,6.46,few clouds
448,Cananeia,BR,2022-04-03 22:32:26,-25.0147,-47.9267,73.24,89,85,1.77,overcast clouds
449,Mwene-Ditu,CD,2022-04-03 22:32:27,-7.0,23.45,65.66,99,100,2.33,moderate rain
450,Telemaco Borba,BR,2022-04-03 22:32:27,-24.3239,-50.6156,65.05,95,42,2.28,scattered clouds
451,Mogadishu,SO,2022-04-03 22:26:16,2.0371,45.3438,81.1,80,66,14.29,broken clouds
452,Kayes,ML,2022-04-03 22:32:27,14.0,-11.0,91.22,14,100,10.92,overcast clouds
453,Tasiilaq,GL,2022-04-03 22:25:28,65.6145,-37.6368,24.96,94,95,6.08,overcast clouds
454,Cruzeiro Do Sul,BR,2022-04-03 22:32:27,-29.5128,-51.9853,70.5,95,100,2.13,overcast clouds
455,Seoul,KR,2022-04-03 22:27:12,37.5683,126.9778,37.0,87,0,3.44,mist
456,Guerrero Negro,MX,2022-04-03 22:26:32,27.9769,-114.0611,65.68,53,16,16.89,few clouds
457,Sibolga,ID,2022-04-03 22:32:28,1.7427,98.7792,74.64,87,96,2.68,overcast clouds
458,Bentiu,SS,2022-04-03 22:32:28,9.2333,29.8333,85.59,44,69,5.57,broken clouds
459,Ashland,US,2022-04-03 22:32:28,40.8167,-82.2665,43.97,74,100,8.99,overcast clouds
460,Omsukchan,RU,2022-04-03 22:32:29,62.5333,155.8,6.53,88,46,2.3,scattered clouds
461,Roma,US,2022-04-03 22:32:29,43.2128,-75.4557,37.54,93,100,11.5,light rain
462,Sambava,MG,2022-04-03 22:32:29,-14.2667,50.1667,74.98,91,100,4.45,overcast clouds
463,Dergachi,RU,2022-04-03 22:32:29,51.2328,48.7659,48.65,84,100,13.18,overcast clouds
464,Tumba,SE,2022-04-03 22:32:30,59.1986,17.8332,35.42,55,100,6.91,overcast clouds
465,Constitucion,CL,2022-04-03 22:30:56,-35.3333,-72.4167,56.98,57,0,17.56,clear sky
466,Riverton,US,2022-04-03 22:28:41,40.5219,-111.9391,63.19,21,0,10.36,clear sky
467,Burgeo,CA,2022-04-03 22:32:30,47.6167,-57.6152,33.08,84,24,18.68,few clouds
468,Payyannur,IN,2022-04-03 22:32:30,12.1,75.2,78.58,89,81,3.58,broken clouds
469,Tawang,IN,2022-04-03 22:32:30,27.5833,91.8667,47.68,95,100,2.33,overcast clouds
470,Launceston,AU,2022-04-03 22:32:31,-41.45,147.1667,63.81,81,40,10.36,scattered clouds
471,San Andres,CO,2022-04-03 22:32:31,12.5847,-81.7006,84.22,74,20,12.66,few clouds
472,Oistins,BB,2022-04-03 22:32:31,13.0667,-59.5333,78.89,69,20,16.11,few clouds
473,Broome,US,2022-04-03 22:32:31,42.2506,-75.833,38.62,74,100,9.22,overcast clouds
474,Cabedelo,BR,2022-04-03 22:27:55,-6.9811,-34.8339,77.67,79,68,12.26,broken clouds
475,Mount Isa,AU,2022-04-03 22:32:32,-20.7333,139.5,74.97,20,77,10.36,broken clouds
476,Sabha,LY,2022-04-03 22:32:32,27.0377,14.4283,77.67,9,0,6.67,clear sky
477,Harper,LR,2022-04-03 22:32:32,4.375,-7.7169,80.37,83,100,10.2,overcast clouds
478,Kalmunai,LK,2022-04-03 22:32:33,7.4167,81.8167,77.79,83,2,3.71,clear sky
479,Saint-Georges,GD,2022-04-03 22:28:16,12.0564,-61.7485,80.28,69,20,24.16,few clouds
480,Atar,MR,2022-04-03 22:32:33,20.5169,-13.0499,72.25,26,0,5.5,clear sky
481,Batemans Bay,AU,2022-04-03 22:32:33,-35.7167,150.1833,64.09,65,100,4.32,overcast clouds
482,Sisimiut,GL,2022-04-03 22:26:30,66.9395,-53.6735,28.81,90,11,5.99,few clouds
483,Pareora,NZ,2022-04-03 22:32:33,-44.4871,171.2132,61.18,97,83,3.53,broken clouds
484,Monrovia,LR,2022-04-03 22:32:34,6.3005,-10.7969,78.57,89,80,6.46,broken clouds
485,Talcahuano,CL,2022-04-03 22:30:15,-36.7167,-73.1167,58.68,67,0,18.41,clear sky
486,Alugan,PH,2022-04-03 22:32:34,12.2188,125.4808,79.83,84,95,13.6,overcast clouds
487,Angoram,PG,2022-04-03 22:32:34,-4.0625,144.0661,79.81,86,99,2.89,overcast clouds
488,Coquimbo,CL,2022-04-03 22:31:28,-29.9533,-71.3436,60.53,88,20,11.5,few clouds
489,Kharsawan,IN,2022-04-03 22:32:35,22.8,85.8333,75.56,67,1,4.45,clear sky
490,Surgut,RU,2022-04-03 22:32:35,61.25,73.4167,28.58,92,100,15.99,overcast clouds
491,Honiara,SB,2022-04-03 22:32:35,-9.4333,159.95,81.86,80,99,5.19,overcast clouds
492,Altay,CN,2022-04-03 22:32:35,47.8667,88.1167,33.8,53,1,8.55,clear sky
493,Suicheng,CN,2022-04-03 22:32:36,33.8963,117.9331,46.42,80,82,7.29,broken clouds
494,Ndele,CF,2022-04-03 22:32:36,8.4109,20.6473,81.52,52,86,9.48,overcast clouds
495,Ngunguru,NZ,2022-04-03 22:32:36,-35.6167,174.5,69.37,72,5,4.52,clear sky
496,Mandali,IQ,2022-04-03 22:32:36,33.7499,45.5541,77.14,17,77,4.56,broken clouds
497,Buala,SB,2022-04-03 22:30:20,-8.145,159.5921,82.4,80,99,8.86,light rain
498,Skelleftea,SE,2022-04-03 22:32:37,64.7507,20.9528,28.99,62,100,2.3,overcast clouds
499,Northam,GB,2022-04-03 22:32:37,51.0333,-4.2167,45.61,74,70,12.12,broken clouds
500,Antalaha,MG,2022-04-03 22:32:37,-14.9003,50.2788,74.79,87,71,5.41,broken clouds
501,Saint-Pierre,RE,2022-04-03 22:30:28,-21.3393,55.4781,74.88,83,100,4.61,overcast clouds
502,Basoko,CD,2022-04-03 22:32:38,1.2391,23.616,72.52,93,80,0.76,broken clouds
503,Ojinaga,MX,2022-04-03 22:32:38,29.5667,-104.4167,92.57,20,0,3.44,clear sky
504,Forestville,US,2022-04-03 22:32:11,38.8451,-76.875,50.95,46,40,21.85,scattered clouds
505,Tuatapere,NZ,2022-04-03 22:30:08,-46.1333,167.6833,58.89,61,47,0.87,scattered clouds
506,Raymondville,US,2022-04-03 22:32:38,26.4815,-97.7831,86.11,60,40,15.01,scattered clouds
507,Katobu,ID,2022-04-03 22:32:38,-4.9408,122.5276,76.37,88,30,2.17,scattered clouds
508,Storforshei,NO,2022-04-03 22:32:39,66.4043,14.5233,24.58,100,75,1.14,broken clouds
509,Morehead,US,2022-04-03 22:32:39,37.2711,-87.1764,62.78,29,0,0.0,clear sky
510,Salvador,SV,2022-04-03 22:28:54,13.8333,-88.9167,80.64,45,11,11.86,few clouds
511,Pedasi,PA,2022-04-03 22:32:39,7.5333,-80.0333,86.07,73,98,3.42,overcast clouds
512,Nova Russas,BR,2022-04-03 22:32:39,-4.7067,-40.5631,73.13,93,67,4.43,broken clouds
513,Detva,SK,2022-04-03 22:32:40,48.5608,19.4195,31.1,81,56,2.46,broken clouds
514,Zholymbet,KZ,2022-04-03 22:32:40,51.7433,71.7122,35.87,83,100,10.38,overcast clouds
515,Grudziadz,PL,2022-04-03 22:32:40,53.4841,18.7537,34.75,57,84,10.16,broken clouds
516,Colesberg,ZA,2022-04-03 22:32:40,-30.72,25.0972,62.15,75,41,11.79,light rain
517,Svetlogorsk,BY,2022-04-03 22:32:41,52.6333,29.7333,24.96,86,99,6.33,overcast clouds
518,San Policarpo,PH,2022-04-03 22:32:41,12.1791,125.5072,80.24,83,95,14.18,overcast clouds
519,Natal,BR,2022-04-03 22:32:35,-5.795,-35.2094,77.22,100,75,4.61,light rain
520,Concepcion Del Uruguay,AR,2022-04-03 22:31:28,-32.4825,-58.2372,64.98,98,100,3.24,overcast clouds
521,Acajutla,SV,2022-04-03 22:32:41,13.5928,-89.8275,84.34,69,20,9.8,few clouds
522,Goderich,CA,2022-04-03 22:32:42,43.7501,-81.7165,36.91,80,41,10.36,scattered clouds
523,Kununurra,AU,2022-04-03 22:29:12,-15.7667,128.7333,66.18,94,18,2.3,few clouds
524,Dingle,PH,2022-04-03 22:25:29,10.9995,122.6711,75.13,87,98,7.18,overcast clouds
525,Mukhen,RU,2022-04-03 22:32:42,48.1,136.1,45.0,57,0,14.38,clear sky
526,Vitry-Le-Francois,FR,2022-04-03 22:32:42,48.7333,4.5833,34.66,89,61,1.99,broken clouds
